MSSubClass,MSZoning,LotFrontage,LotShape,LandContour,LotConfig,Neighborhood,OverallQual,OverallCond,YearRemodAdd,RoofStyle,Exterior1st,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,ScreenPorch,SaleCondition,YrSold,Prediccion_Escalada,Precio_Predicho_USD
70,C (all),,IR1,Lvl,Inside,SWISU,4,1,1950,Gambrel,Wd Sdng,TA,CBlock,TA,No,Rec,TA,N,942,942,1884,0.0,1,TA,7,Typ,0,,,0.0,0.0,N,0,0,Abnorml,2010,11.35230341245089,85161.38756095034
190,RH,60.0,Reg,Lvl,Corner,SWISU,5,7,1950,Gable,Wd Sdng,TA,BrkTil,TA,Mn,LwQ,Gd,Y,936,744,1680,1.0,0,TA,7,Typ,1,Gd,Unf,2.0,450.0,P,56,0,Normal,2010,11.926268580144049,151186.3680319276
90,RL,72.0,Reg,Lvl,Inside,Sawyer,4,3,1967,Gable,Plywood,Fa,CBlock,TA,No,ALQ,TA,N,1832,0,1832,2.0,0,TA,8,Typ,0,,,0.0,0.0,Y,0,0,Normal,2010,11.704785642082726,121150.11095383106
20,RL,65.0,Reg,Lvl,Inside,Sawyer,5,7,2008,Hip,HdBoard,TA,CBlock,TA,Mn,BLQ,Ex,Y,892,0,892,1.0,0,Gd,5,Typ,0,,Unf,1.0,416.0,Y,0,0,Normal,2010,11.764215227867803,128568.25734696726
20,RL,65.0,Reg,Lvl,Inside,Sawyer,5,5,1968,Hip,HdBoard,TA,CBlock,TA,No,GLQ,Ex,Y,864,0,864,1.0,0,TA,4,Typ,0,,Unf,1.0,280.0,Y,226,0,Normal,2010,11.650489976061571,114747.57284959445
90,RL,,IR1,Lvl,Inside,Sawyer,5,5,1978,Gable,Plywood,TA,CBlock,Gd,Av,GLQ,TA,Y,1373,0,1373,1.0,0,TA,5,Typ,2,TA,Fin,2.0,591.0,Y,0,0,Normal,2010,11.968964880558891,157781.25339506834
60,RL,86.0,Reg,Lvl,Inside,Sawyer,5,5,1968,Gable,HdBoard,TA,CBlock,TA,No,Rec,Ex,Y,720,720,1440,0.0,1,TA,7,Typ,2,TA,Unf,2.0,480.0,Y,192,0,Normal,2010,11.832847927228576,137702.09890987523
20,RL,,IR1,Low,Inside,ClearCr,7,7,2001,Hip,Wd Sdng,Gd,CBlock,Gd,Gd,ALQ,Gd,Y,1483,0,1483,1.0,1,TA,4,Typ,2,TA,RFn,2.0,690.0,Y,496,0,Normal,2010,12.390780199594722,240573.32304656153
30,RL,94.0,Reg,Lvl,Corner,Sawyer,4,4,1950,Gable,Wd Sdng,TA,BrkTil,Fa,No,Unf,TA,N,756,0,756,0.0,0,TA,4,Typ,0,,Unf,2.0,440.0,N,80,0,Normal,2010,11.267783379240777,78259.33349969913
60,RL,,IR1,Low,CulDSac,ClearCr,6,5,1992,Gable,VinylSd,TA,PConc,Gd,Av,ALQ,Ex,Y,1117,864,1981,1.0,1,Gd,8,Typ,1,TA,Fin,2.0,522.0,Y,336,0,Normal,2010,12.396612114413422,241980.42523617196
50,RL,124.0,Reg,Lvl,Inside,Edwards,3,4,1990,Gable,Wd Sdng,TA,CBlock,TA,Mn,BLQ,TA,Y,1052,558,1610,0.0,0,Fa,8,Typ,1,Gd,RFn,1.0,480.0,Y,0,0,Normal,2010,11.6388584741941,113420.61843853616
20,RL,65.0,Reg,Lvl,Inside,Edwards,6,7,1987,Gable,Wd Sdng,TA,CBlock,TA,No,GLQ,Ex,Y,1074,0,1074,1.0,0,Gd,6,Typ,1,TA,Unf,1.0,467.0,Y,0,0,Normal,2010,11.879777040889769,144318.37000043262
50,RL,50.0,Reg,Bnk,Inside,Edwards,4,6,1979,Gable,WdShing,TA,CBlock,TA,No,LwQ,Ex,Y,1169,0,1531,0.0,0,TA,8,Typ,1,TA,Unf,1.0,209.0,Y,0,0,Normal,2010,11.73804873296576,125247.70970177601
20,RL,75.0,Reg,Lvl,Inside,Edwards,5,7,1998,Gable,WdShing,TA,CBlock,TA,Av,BLQ,TA,Y,1172,0,1172,1.0,0,TA,5,Typ,0,,Fin,1.0,366.0,Y,240,0,Normal,2010,11.816830374855254,135514.01895263718
20,RL,44.0,IR2,Lvl,Inside,Edwards,7,5,2010,Gable,VinylSd,Gd,PConc,Gd,Gd,GLQ,Ex,Y,1508,0,1508,1.0,0,Gd,5,Typ,2,TA,RFn,2.0,572.0,Y,0,0,Partial,2010,12.243387714304166,207604.00340329012
20,RL,,IR1,Lvl,CulDSac,Edwards,5,3,1964,Gable,Wd Sdng,TA,CBlock,TA,Mn,Unf,Ex,Y,1298,0,1298,0.0,0,TA,5,Typ,0,,Unf,2.0,504.0,N,0,0,Normal,2010,11.677445921516751,117882.76840483179
20,RL,83.0,Reg,Low,Inside,SawyerW,7,5,1987,Gable,Plywood,Gd,CBlock,Gd,Gd,GLQ,Ex,Y,1433,0,1433,1.0,1,Gd,4,Typ,2,TA,RFn,2.0,528.0,Y,0,266,Normal,2010,12.271564805522717,213536.87332545777
60,RL,87.0,IR1,Lvl,CulDSac,SawyerW,6,7,1993,Gable,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Y,964,838,1802,0.0,1,Gd,8,Typ,1,Gd,RFn,4.0,1017.0,Y,450,0,Normal,2010,12.393875788851737,241319.19309895052
20,RL,64.0,Reg,Lvl,Inside,CollgCr,7,5,2010,Gable,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Y,1222,0,1222,0.0,0,Gd,6,Typ,0,,RFn,2.0,615.0,Y,0,0,Normal,2010,12.109671428488625,181619.91958681933
50,RL,82.0,IR1,Lvl,Inside,SawyerW,6,8,1993,Gable,Wd Sdng,TA,PConc,Fa,No,Unf,TA,Y,831,614,1445,0.0,0,TA,6,Typ,0,,Unf,2.0,484.0,N,0,0,Normal,2010,11.89170436323175,146050.00809348692
85,RL,82.0,Reg,Lvl,Corner,CollgCr,5,5,1996,Gable,VinylSd,TA,PConc,Gd,Av,GLQ,Gd,Y,965,0,965,1.0,0,TA,4,Typ,0,,Unf,2.0,580.0,Y,71,0,Normal,2010,11.913048975056425,149200.89644174345
60,RL,,IR1,Lvl,Inside,CollgCr,7,5,1998,Gable,VinylSd,TA,PConc,Gd,No,ALQ,Ex,Y,892,800,1692,0.0,1,TA,8,Typ,1,TA,RFn,2.0,513.0,Y,0,0,Normal,2010,12.202349331561283,199256.72179396165
20,RL,38.0,IR1,Lvl,FR2,CollgCr,5,8,2004,Gable,CemntBd,Gd,CBlock,Gd,No,GLQ,Ex,Y,1026,0,1026,1.0,1,TA,5,Typ,0,,Unf,1.0,308.0,Y,316,0,Normal,2010,12.008913671778291,164212.0191865906
20,RL,68.0,Reg,Lvl,Inside,CollgCr,5,6,1972,Gable,Wd Sdng,TA,CBlock,TA,Av,ALQ,TA,Y,876,0,876,1.0,0,TA,5,Typ,0,,Unf,2.0,484.0,Y,0,0,Normal,2010,11.812961871417443,134990.795203401
20,RL,80.0,Reg,Lvl,Inside,CollgCr,8,5,2003,Hip,CemntBd,Gd,PConc,Gd,No,GLQ,Ex,Y,1978,0,1978,1.0,1,Gd,8,Typ,1,Gd,RFn,3.0,850.0,Y,188,0,Normal,2010,12.547385414729215,281358.63472680125
60,RL,75.0,Reg,Lvl,Inside,CollgCr,7,5,1997,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,1044,1054,2098,0.0,1,Gd,9,Typ,1,TA,Fin,2.0,621.0,Y,331,0,Normal,2010,12.299123727138445,219503.55936207614
120,RM,,Reg,Lvl,Inside,CollgCr,6,5,2003,Gable,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Y,848,0,848,1.0,0,Gd,4,Typ,0,,Fin,2.0,420.0,Y,140,0,Normal,2010,11.922610186494413,150634.2792779596
30,RL,67.0,Reg,Lvl,Inside,Edwards,3,6,2007,Gable,VinylSd,TA,CBlock,,,,TA,N,640,0,640,0.0,0,TA,5,Min1,0,,Unf,1.0,240.0,N,0,0,Normal,2010,11.175670792480922,71372.70501107362
20,RL,68.0,Reg,Lvl,Corner,Edwards,5,6,1954,Gable,VinylSd,TA,CBlock,Fa,No,Unf,Ex,Y,992,0,992,0.0,0,TA,6,Typ,0,,Unf,1.0,319.0,Y,60,0,Abnorml,2010,11.535283153234294,102260.9494476347
20,RL,60.0,IR1,Low,CulDSac,Edwards,5,6,1968,Gable,MetalSd,TA,CBlock,Gd,Gd,ALQ,TA,Y,1196,0,1196,1.0,0,TA,6,Typ,0,,RFn,1.0,336.0,Y,257,0,Normal,2010,11.868826665899045,142746.6508931454
50,RL,89.0,Reg,Lvl,Inside,Edwards,4,5,1950,Gable,VinylSd,TA,CBlock,TA,No,Unf,Ex,N,792,328,1120,0.0,0,Fa,5,Typ,0,,Unf,2.0,480.0,P,0,160,Abnorml,2010,11.427300698130267,91793.86076098448
80,RL,65.0,Reg,Lvl,Inside,Edwards,6,6,1975,Gable,Plywood,TA,CBlock,TA,Av,ALQ,TA,Y,1096,0,1096,1.0,0,TA,5,Typ,1,Fa,Unf,1.0,352.0,Y,0,0,Normal,2010,11.818503924067057,135740.99820974577
20,RL,64.0,Reg,HLS,Inside,Edwards,4,5,1958,Hip,WdShing,TA,CBlock,TA,No,Unf,Ex,Y,960,0,960,0.0,0,TA,5,Typ,0,,,0.0,0.0,Y,0,0,Normal,2010,11.457540829216928,94612.11659303503
30,RL,67.0,Reg,Bnk,Inside,SWISU,5,6,1999,Gable,MetalSd,TA,BrkTil,TA,Mn,Rec,Fa,N,1296,0,1296,0.0,0,Fa,5,Typ,1,Gd,Unf,1.0,260.0,Y,0,0,Normal,2010,11.689937816810765,119364.58367591162
30,RL,,Reg,Lvl,Corner,SWISU,6,6,1950,Gable,Wd Sdng,TA,CBlock,TA,No,Rec,TA,Y,856,0,856,1.0,0,TA,4,Typ,1,Gd,Unf,2.0,399.0,Y,0,166,Normal,2010,11.761316672755441,128196.1347368299
90,RH,60.0,Reg,Lvl,Inside,SWISU,4,6,1967,Flat,Plywood,TA,Slab,,,,TA,Y,862,1788,2650,0.0,0,TA,10,Min2,0,,,0.0,0.0,Y,0,0,Normal,2010,11.735335366074349,124908.32735567803
50,RL,51.0,Reg,Lvl,Inside,SWISU,5,2,1950,Gable,VinylSd,TA,PConc,TA,No,Unf,Ex,Y,894,772,1666,1.0,0,TA,7,Typ,1,Gd,,0.0,0.0,N,0,0,Normal,2010,11.679443629223702,118118.49910190904
50,RL,78.0,IR1,Lvl,Inside,Crawfor,7,6,1985,Gable,Wd Sdng,Gd,BrkTil,Gd,No,ALQ,Ex,Y,1225,908,2133,1.0,1,TA,8,Typ,2,TA,Unf,1.0,312.0,Y,0,0,Normal,2010,12.284886473235062,216400.5728722798
90,RL,78.0,Reg,Lvl,Inside,Crawfor,5,6,1991,Gable,VinylSd,TA,CBlock,TA,No,ALQ,Ex,Y,1102,1075,2177,0.0,1,TA,11,Typ,0,,Unf,2.0,484.0,Y,0,0,Normal,2010,12.140328146029574,187274.01535062003
80,RL,85.0,IR1,Lvl,FR2,Crawfor,7,6,2007,Gable,VinylSd,TA,PConc,Gd,No,GLQ,Ex,Y,896,756,1652,1.0,1,Gd,6,Typ,0,,RFn,2.0,473.0,Y,0,0,Normal,2010,12.263385057509392,211797.319764196
120,RM,35.0,IR1,HLS,Inside,Blueste,8,6,1989,Gable,HdBoard,Gd,CBlock,Gd,Gd,GLQ,Gd,Y,1034,0,1034,1.0,0,Gd,4,Typ,1,TA,Fin,2.0,598.0,Y,141,0,Normal,2010,12.133397340223619,185980.5430979952
120,RM,35.0,IR1,HLS,Inside,Blueste,8,5,1989,Gable,HdBoard,Gd,CBlock,Gd,Av,GLQ,Gd,Y,1191,0,1191,0.0,0,Gd,5,Typ,1,TA,Unf,2.0,531.0,Y,112,0,Normal,2010,12.098340582022608,179573.62716866782
30,RM,58.0,Reg,Lvl,Inside,IDOTRR,2,5,1950,Gable,Wd Sdng,TA,BrkTil,TA,No,BLQ,TA,Y,540,0,540,0.0,0,TA,4,Typ,0,,Unf,1.0,200.0,N,0,0,Normal,2010,10.993794653379375,59503.75229812858
50,RM,50.0,Reg,HLS,Inside,IDOTRR,6,5,1975,Gable,Wd Sdng,TA,BrkTil,TA,Mn,BLQ,Fa,Y,727,380,1107,0.0,0,TA,5,Typ,0,,Unf,1.0,625.0,Y,0,200,Normal,2010,11.555234516415899,104321.6836607118
30,C (all),66.0,Reg,Lvl,Corner,IDOTRR,4,7,1950,Hip,Wd Sdng,Fa,CBlock,TA,No,Unf,Gd,Y,952,0,952,0.0,0,TA,5,Typ,0,,RFn,1.0,330.0,N,0,0,Alloca,2010,11.311435346381394,81751.16556889896
120,RM,44.0,IR1,HLS,Corner,Crawfor,8,5,2005,Hip,CemntBd,Gd,PConc,Ex,Gd,GLQ,Ex,Y,1646,0,1646,1.0,0,Gd,5,Typ,1,Gd,Fin,2.0,525.0,Y,128,155,Normal,2010,12.496345345246363,267358.39622369735
60,RL,85.0,Reg,Lvl,Inside,Mitchel,8,5,1999,Gable,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Y,1036,880,1916,1.0,1,Gd,8,Typ,1,TA,Unf,3.0,741.0,Y,0,0,Normal,2010,12.358804433538602,233002.4933441886
80,RL,74.0,Reg,Lvl,Inside,Mitchel,6,7,1977,Gable,Plywood,TA,CBlock,TA,No,ALQ,TA,Y,1285,0,1285,0.0,0,Gd,6,Typ,1,Fa,Unf,2.0,473.0,Y,375,0,Normal,2010,12.022547222213335,166466.1429722855
90,RL,,IR1,Lvl,Inside,Mitchel,6,5,1976,Gable,Plywood,TA,CBlock,TA,No,Unf,TA,Y,2048,0,2048,0.0,0,TA,9,Typ,0,,Unf,2.0,776.0,Y,0,0,Normal,2010,12.0355676589634,168647.77695022486
20,RL,88.0,IR1,Lvl,Corner,Timber,7,5,2008,Gable,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Y,1346,0,1346,1.0,0,Gd,6,Typ,1,TA,Fin,3.0,660.0,Y,100,0,Normal,2010,12.345819063426475,229996.4293975788
20,RL,73.0,Reg,Lvl,Inside,Timber,7,5,2010,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,1214,0,1214,0.0,0,Gd,6,Typ,0,,RFn,2.0,520.0,Y,0,0,Partial,2010,12.124736701359305,184376.78757648412
60,RL,73.0,Reg,Lvl,Inside,Timber,5,5,2007,Gable,VinylSd,TA,PConc,Gd,No,Unf,Gd,Y,744,700,1444,0.0,1,TA,7,Typ,0,,Fin,2.0,400.0,Y,100,0,Normal,2010,11.976092750738141,158909.91538544674
20,RL,85.0,Reg,Bnk,Inside,Mitchel,5,5,1977,Hip,Plywood,TA,CBlock,TA,No,Rec,TA,Y,1264,0,1264,1.0,0,TA,7,Typ,1,TA,Unf,2.0,528.0,Y,0,0,Normal,2010,11.883812054356358,144901.8729964002
20,RL,93.0,Reg,Lvl,Inside,Mitchel,5,5,2005,Gable,VinylSd,TA,PConc,Ex,Av,Unf,Ex,Y,1430,0,1430,0.0,0,Gd,7,Typ,0,,RFn,2.0,624.0,Y,0,0,Normal,2010,12.004715180037588,163524.02166689324
20,RL,,Reg,Lvl,Inside,Mitchel,5,5,1999,Gable,VinylSd,TA,PConc,Gd,No,Unf,Ex,Y,1344,0,1344,0.0,0,TA,7,Typ,1,Gd,Unf,2.0,686.0,Y,328,0,Normal,2010,11.94714785366701,154376.21451962122
120,RM,31.0,Reg,Low,Inside,MeadowV,5,6,1973,Gable,CemntBd,TA,CBlock,Gd,Gd,GLQ,Ex,Y,945,0,945,1.0,0,TA,5,Typ,1,Po,RFn,1.0,253.0,Y,174,108,Normal,2010,11.75662081357185,127595.55496286818
160,RM,21.0,Reg,Lvl,Inside,MeadowV,4,7,1970,Gable,CemntBd,TA,CBlock,TA,No,GLQ,Ex,Y,546,546,1092,0.0,1,TA,5,Typ,0,,,0.0,0.0,Y,200,0,Normal,2010,11.4851325652123,97258.97695219555
160,RM,21.0,Reg,Lvl,Inside,MeadowV,4,4,1970,Gable,CemntBd,TA,CBlock,TA,No,Unf,Ex,Y,546,546,1092,0.0,1,TA,5,Typ,0,,,0.0,0.0,Y,0,0,Normal,2010,11.308527180278402,81513.76496781838
160,RM,21.0,Reg,Lvl,Inside,MeadowV,4,6,1972,Gable,CemntBd,TA,CBlock,TA,No,Rec,TA,Y,546,546,1092,0.0,1,TA,5,Typ,0,,Unf,1.0,286.0,Y,0,0,Normal,2010,11.431287920668652,92160.59394905403
20,RL,50.0,Reg,Lvl,Inside,Mitchel,5,7,2004,Gable,VinylSd,TA,CBlock,TA,No,ALQ,Ex,Y,874,0,874,0.0,0,TA,5,Typ,0,,Unf,1.0,352.0,Y,0,0,Normal,2010,11.71584037371906,122496.82297333589
20,RL,76.0,Reg,Lvl,Inside,Mitchel,5,7,1984,Gable,VinylSd,TA,CBlock,Gd,Mn,Rec,TA,Y,833,0,833,1.0,0,Gd,5,Typ,0,,Unf,2.0,495.0,Y,431,0,Normal,2010,11.816233651882168,135433.1787463559
90,RL,70.0,Reg,Lvl,Inside,Mitchel,5,2,1986,Gable,HdBoard,TA,PConc,TA,No,Unf,Gd,Y,1216,1216,2432,0.0,2,TA,10,Typ,0,,Unf,2.0,616.0,Y,200,0,Normal,2010,11.937784501645488,152937.48187086033
60,RL,63.0,Reg,Lvl,Inside,Mitchel,5,5,1991,Gable,HdBoard,TA,PConc,Gd,No,Rec,Gd,Y,624,650,1274,0.0,1,TA,6,Typ,0,,Unf,2.0,576.0,Y,22,0,Normal,2010,11.789206494524892,131821.82702707587
50,RL,68.0,IR1,Lvl,Inside,Mitchel,5,5,1969,Gable,HdBoard,TA,CBlock,TA,Av,BLQ,TA,Y,864,615,1479,0.0,0,TA,8,Typ,0,,Fin,1.0,275.0,Y,287,0,Normal,2010,11.82000916258001,135945.47464233087
20,RL,76.0,Reg,Lvl,Inside,Mitchel,8,5,1995,Hip,VinylSd,Gd,PConc,Gd,Gd,GLQ,Ex,Y,1803,0,1803,1.0,1,Gd,6,Typ,2,TA,Unf,2.0,482.0,Y,129,0,Normal,2010,12.421522168593764,248083.87375464902
60,RL,74.0,Reg,Lvl,Inside,Mitchel,6,5,1994,Gable,VinylSd,Gd,PConc,Gd,Mn,GLQ,Ex,Y,1152,645,1797,1.0,1,Gd,7,Typ,1,Fa,Fin,2.0,616.0,Y,162,0,Normal,2010,12.222430370037905,203298.4489126014
20,RL,74.0,IR1,Lvl,Inside,NAmes,6,5,1956,Gable,MetalSd,TA,CBlock,Fa,No,Rec,TA,Y,882,0,882,0.0,0,TA,5,Typ,0,,Unf,1.0,502.0,Y,0,0,Normal,2009,11.596053459236401,108668.08885702222
20,RL,85.0,Reg,Lvl,Inside,NAmes,6,5,1974,Hip,Plywood,TA,CBlock,TA,No,LwQ,TA,Y,1434,0,1434,1.0,0,TA,7,Typ,1,Gd,RFn,2.0,528.0,Y,80,0,Normal,2009,11.991684434769995,161407.00490425955
60,RL,88.0,IR1,Lvl,Corner,Gilbert,6,5,1997,Gable,VinylSd,TA,PConc,Gd,No,ALQ,Ex,Y,945,663,1608,0.0,1,TA,7,Typ,1,TA,Fin,2.0,470.0,Y,252,0,Normal,2009,12.146710897317334,188473.1616685652
60,RL,,IR1,Lvl,Inside,Gilbert,8,5,2003,Gable,VinylSd,Gd,PConc,Gd,Gd,GLQ,Ex,Y,1008,1275,2283,0.0,1,Gd,9,Typ,1,Gd,Fin,3.0,632.0,Y,120,0,Normal,2009,12.519662152234096,273665.5863607765
80,RL,60.0,Reg,Lvl,Inside,Gilbert,7,5,1997,Gable,HdBoard,TA,PConc,Gd,No,GLQ,Gd,Y,958,670,1628,0.0,1,TA,7,Typ,1,TA,Fin,2.0,390.0,Y,48,0,Normal,2009,12.153218981239991,189703.76089989362
120,RL,28.0,IR1,Lvl,CulDSac,StoneBr,8,5,2005,Gable,CemntBd,Gd,PConc,Ex,Av,GLQ,Ex,Y,2522,0,2522,1.0,0,Gd,8,Typ,1,Gd,Fin,2.0,564.0,Y,182,0,Normal,2009,12.733638704270872,338960.44707851217
120,RL,61.0,IR1,Lvl,Corner,StoneBr,8,5,1998,Gable,CemntBd,TA,PConc,Gd,Av,GLQ,Ex,Y,1478,0,1478,1.0,0,TA,5,Typ,0,,Fin,2.0,495.0,Y,168,0,Normal,2009,12.365744052972449,234625.06548000794
120,RL,57.0,IR1,Lvl,Corner,StoneBr,8,5,1996,Gable,CemntBd,Gd,PConc,Gd,No,GLQ,Ex,Y,1734,0,1734,1.0,0,Gd,6,Typ,0,,RFn,2.0,528.0,Y,52,0,Normal,2009,12.424650567784466,248861.19439519872
80,RL,57.0,IR1,Lvl,Inside,Gilbert,7,5,1998,Gable,VinylSd,Gd,PConc,Gd,No,GLQ,Gd,Y,751,631,1382,0.0,1,TA,7,Typ,1,TA,Fin,2.0,396.0,Y,256,0,Normal,2009,12.102314164775024,180288.5973923052
60,RL,60.0,Reg,Lvl,Inside,Gilbert,6,5,1999,Gable,VinylSd,Gd,PConc,Gd,No,GLQ,Gd,Y,952,684,1636,1.0,1,TA,7,Typ,1,TA,Fin,2.0,440.0,Y,0,0,Normal,2009,12.160916700787347,191169.68213507716
60,RL,,IR1,Lvl,Inside,Gilbert,6,5,1995,Gable,HdBoard,TA,PConc,Gd,No,GLQ,Gd,Y,707,809,1516,1.0,1,Gd,7,Typ,1,TA,Fin,2.0,409.0,Y,0,0,Normal,2009,12.115327573644477,182650.0988905812
20,RL,58.0,Reg,Lvl,Inside,Gilbert,6,5,1993,Gable,HdBoard,TA,PConc,Gd,No,Unf,Ex,Y,1190,0,1190,0.0,0,Gd,6,Typ,1,TA,Unf,2.0,430.0,Y,0,0,Normal,2009,11.975643800629994,158838.58877399174
60,RL,85.0,Reg,Lvl,Inside,Gilbert,5,6,1977,Gable,HdBoard,TA,PConc,Gd,No,ALQ,Ex,Y,946,988,1934,1.0,1,TA,6,Typ,1,TA,Unf,2.0,567.0,P,0,200,Normal,2009,12.184893847384346,195808.77953710384
60,RL,,IR1,Lvl,Inside,NWAmes,7,6,1978,Gable,HdBoard,TA,CBlock,Gd,No,Unf,TA,Y,1154,896,2050,0.0,1,Gd,8,Typ,1,TA,RFn,2.0,529.0,Y,192,0,Abnorml,2009,12.174304821271049,193746.2943836813
20,RL,80.0,Reg,Lvl,Inside,NWAmes,6,6,1986,Gable,VinylSd,TA,PConc,TA,No,LwQ,TA,Y,1671,0,1671,0.0,0,TA,7,Typ,1,TA,RFn,2.0,484.0,Y,252,0,Normal,2009,12.116626532052132,182887.5079310473
60,RL,,IR1,Lvl,Inside,NWAmes,7,7,1991,Gable,Plywood,TA,CBlock,Gd,No,ALQ,TA,Y,1539,1134,2673,0.0,1,Gd,9,Typ,1,TA,RFn,2.0,441.0,Y,178,0,Normal,2009,12.452158342802484,255801.83528860347
20,RL,80.0,Reg,Lvl,Inside,NWAmes,6,5,1998,Gable,HdBoard,TA,PConc,TA,No,ALQ,Gd,Y,1707,0,1707,0.0,0,TA,7,Typ,1,TA,Fin,2.0,479.0,Y,0,0,Normal,2009,12.12463356538099,184357.77267669566
60,FV,70.0,Reg,Lvl,Inside,Somerst,7,5,2003,Gable,CemntBd,Gd,PConc,Gd,Mn,GLQ,Ex,Y,1016,868,1884,1.0,1,Ex,7,Typ,1,Ex,RFn,2.0,581.0,Y,0,0,Normal,2009,12.448174475235586,254784.78190159984
60,FV,,Reg,Lvl,Inside,Somerst,8,5,2001,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,1058,816,1874,0.0,1,Gd,7,Typ,1,TA,Fin,2.0,588.0,Y,0,0,Normal,2009,12.353860234625852,231853.32586718237
60,FV,,Reg,Lvl,Corner,Somerst,8,5,2002,Gable,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Y,972,839,1811,0.0,1,Gd,7,Typ,1,Gd,RFn,2.0,565.0,Y,225,0,Normal,2009,12.418910863819075,247436.89624595916
20,RL,,IR1,Lvl,CulDSac,NWAmes,5,7,1975,Gable,HdBoard,TA,CBlock,Gd,Av,ALQ,TA,Y,1621,0,1621,1.0,0,TA,7,Typ,2,Fa,RFn,2.0,478.0,Y,0,490,Normal,2009,12.235866560387791,206048.4388929853
20,RL,78.0,Reg,Lvl,Inside,NWAmes,6,6,1974,Hip,Plywood,TA,CBlock,TA,No,ALQ,Ex,Y,1116,0,1116,1.0,0,TA,6,Typ,1,TA,RFn,2.0,528.0,Y,0,0,Normal,2009,12.001054281621666,162926.47128799846
20,RL,85.0,IR1,Lvl,Corner,NWAmes,7,5,1975,Gable,Plywood,TA,CBlock,TA,No,ALQ,Fa,Y,1193,0,1193,0.0,0,TA,5,Typ,1,TA,Unf,2.0,506.0,Y,40,0,Normal,2009,11.978727561477525,159329.1650162699
20,RL,,IR1,Lvl,Inside,NAmes,5,5,1970,Gable,HdBoard,TA,CBlock,TA,No,Unf,TA,Y,1180,0,1180,0.0,1,TA,6,Typ,0,,RFn,2.0,477.0,Y,0,0,Normal,2009,11.75853783944404,127840.39354887886
20,RL,,IR1,Lvl,Inside,NAmes,5,7,1971,Gable,Plywood,TA,CBlock,Gd,No,ALQ,Ex,Y,1050,0,1050,1.0,1,TA,6,Typ,0,,Unf,1.0,336.0,Y,0,0,Normal,2009,11.853863538554329,140626.61531430166
20,RL,60.0,Reg,Lvl,Inside,NAmes,4,6,1970,Gable,VinylSd,TA,CBlock,TA,No,ALQ,TA,Y,864,0,864,1.0,0,TA,5,Typ,0,,Unf,2.0,576.0,Y,210,0,Abnorml,2009,11.607299105239374,109897.02887692052
20,RL,60.0,Reg,Lvl,FR2,NAmes,4,7,2006,Gable,VinylSd,TA,CBlock,TA,No,ALQ,Gd,Y,864,0,864,0.0,0,TA,5,Typ,0,,Unf,2.0,576.0,Y,200,0,Normal,2009,11.701993358692791,120812.2973664504
160,RM,21.0,Reg,Lvl,Inside,BrDale,6,5,1973,Gable,HdBoard,TA,CBlock,TA,No,BLQ,TA,Y,483,504,987,1.0,1,TA,5,Typ,0,,Unf,1.0,264.0,Y,0,0,Normal,2009,11.501025359350525,98817.04206034675
160,RM,21.0,Reg,Lvl,Inside,BrDale,6,6,1972,Gable,HdBoard,TA,CBlock,TA,No,Rec,TA,Y,483,504,987,1.0,1,TA,5,Typ,0,,Unf,1.0,288.0,Y,0,0,Normal,2009,11.525001974248624,101214.97247488276
160,RL,24.0,Reg,Lvl,FR2,NPkVill,6,5,1976,Gable,Plywood,TA,CBlock,Gd,No,ALQ,TA,Y,804,744,1548,0.0,1,TA,7,Typ,1,TA,RFn,2.0,440.0,Y,108,0,Normal,2009,11.984786467940198,160297.4559537993
120,RL,24.0,Reg,Lvl,FR2,NPkVill,7,5,1975,Gable,Plywood,TA,CBlock,Gd,No,ALQ,TA,Y,1055,0,1055,0.0,0,TA,4,Typ,1,Fa,RFn,2.0,440.0,Y,0,0,Normal,2009,11.930365735518457,151807.07276581755
160,RL,24.0,Reg,Lvl,Inside,NPkVill,6,5,1977,Gable,Plywood,TA,CBlock,Gd,No,ALQ,TA,Y,855,601,1456,0.0,1,TA,6,Typ,1,TA,Unf,2.0,440.0,Y,0,0,Normal,2009,11.952105816656402,155143.5066087834
160,RL,24.0,Reg,Lvl,Inside,NPkVill,6,5,1978,Gable,Plywood,TA,CBlock,Gd,No,ALQ,TA,Y,804,744,1548,0.0,1,TA,7,Typ,1,TA,Unf,2.0,440.0,Y,108,0,Normal,2009,11.972882566312299,158400.60318040248
